0.000000000000000000e+00,2.400000095367431641e+00,1.200000047683715820e+00
1.580401957035064697e-01,2.152884244918823242e+00,1.544228076934814453e+00
3.160803914070129395e-01,1.858271598815917969e+00,1.841317892074584961e+00
4.741206169128417969e-01,1.524699449539184570e+00,2.085041761398315430e+00
6.321607828140258789e-01,1.161463499069213867e+00,2.270658731460571289e+00
7.902010083198547363e-01,7.783655524253845215e-01,2.394996404647827148e+00
9.482412338256835938e-01,3.854574561119079590e-01,2.456489562988281250e+00
1.106281399726867676e+00,-7.216125726699829102e-03,2.455179691314697266e+00
1.264321565628051758e+00,-3.898683786392211914e-01,2.392673730850219727e+00
1.422361850738525391e+00,-7.532079219818115234e-01,2.272063970565795898e+00
1.580402016639709473e+00,-1.088657021522521973e+00,2.097814559936523438e+00
1.738442182540893555e+00,-1.388549208641052246e+00,1.875615358352661133e+00
1.896482467651367188e+00,-1.646296858787536621e+00,1.612209320068359375e+00
2.054522514343261719e+00,-1.856527924537658691e+00,1.315198659896850586e+00
2.212562799453735352e+00,-2.015190839767456055e+00,9.928318262100219727e-01
2.370603084564208984e+00,-2.119621038436889648e+00,6.537843942642211914e-01
2.528643131256103516e+00,-2.168572902679443359e+00,3.069302439689636230e-01
2.686683416366577148e+00,-2.162216663360595703e+00,-3.888592869043350220e-02
2.844723701477050781e+00,-2.102096557617187500e+00,-3.750653862953186035e-01
3.002763748168945312e+00,-1.991059541702270508e+00,-6.934652328491210938e-01
3.160804033279418945e+00,-1.833150744438171387e+00,-9.865915179252624512e-01
3.318844318389892578e+00,-1.633482933044433594e+00,-1.247766971588134766e+00
3.476884365081787109e+00,-1.398082613945007324e+00,-1.471278548240661621e+00
3.634924650192260742e+00,-1.133715271949768066e+00,-1.652496933937072754e+00
3.792964935302734375e+00,-8.476999998092651367e-01,-1.787962317466735840e+00
3.951004981994628906e+00,-5.477128624916076660e-01,-1.875442743301391602e+00
4.109045028686523438e+00,-2.415848672389984131e-01,-1.913959622383117676e+00
4.267085552215576172e+00,6.289657205343246460e-02,-1.903779387474060059e+00
4.425125598907470703e+00,3.581774830818176270e-01,-1.846376538276672363e+00
4.583165645599365234e+00,6.371254920959472656e-01,-1.744366049766540527e+00
4.741206169128417969e+00,8.931940793991088867e-01,-1.601409554481506348e+00
4.899246215820312500e+00,1.120569109916687012e+00,-1.422099113464355469e+00
5.057286262512207031e+00,1.314300060272216797e+00,-1.211817264556884766e+00
5.215326786041259766e+00,1.470399022102355957e+00,-9.765836000442504883e-01
5.373366832733154297e+00,1.585915327072143555e+00,-7.228914499282836914e-01
5.531406879425048828e+00,1.658985972404479980e+00,-4.575293958187103271e-01
5.689447402954101562e+00,1.688852429389953613e+00,-1.874069720506668091e-01
5.847487449645996094e+00,1.675852417945861816e+00,8.061846345663070679e-02
6.005527496337890625e+00,1.621384501457214355e+00,3.399160504341125488e-01
6.163568019866943359e+00,1.527846217155456543e+00,5.842386484146118164e-01
6.321608066558837891e+00,1.398549795150756836e+00,8.078670501708984375e-01
6.479648113250732422e+00,1.237615823745727539e+00,1.005743622779846191e+00
6.637688636779785156e+00,1.049850106239318848e+00,1.173579335212707520e+00
6.795728683471679688e+00,8.406088948249816895e-01,1.307940840721130371e+00
6.953768730163574219e+00,6.156480312347412109e-01,1.406316518783569336e+00
7.111809253692626953e+00,3.809710443019866943e-01,1.467155098915100098e+00
7.269849300384521484e+00,1.426753401756286621e-01,1.489879608154296875e+00
7.427889347076416016e+00,-9.320624172687530518e-02,1.474879026412963867e+00
7.585929870605468750e+00,-3.208523392677307129e-01,1.423472642898559570e+00
7.743969917297363281e+00,-5.347907543182373047e-01,1.337855100631713867e+00
7.902009963989257812e+00,-7.300304174423217773e-01,1.221018910408020020e+00
8.060050010681152344e+00,-9.021708369255065918e-01,1.076660275459289551e+00
8.218090057373046875e+00,-1.047498106956481934e+00,9.090691208839416504e-01
8.376131057739257812e+00,-1.163060545921325684e+00,7.230059504508972168e-01
8.534171104431152344e+00,-1.246720671653747559e+00,5.235762596130371094e-01
