0.000000000000000000e+00,2.424433469772338867e+00,1.204841494560241699e+00
1.580401957035064697e-01,2.146226406097412109e+00,1.542172074317932129e+00
3.160803914070129395e-01,1.859228491783142090e+00,1.841217637062072754e+00
4.741206169128417969e-01,1.526954412460327148e+00,2.085373640060424805e+00
6.321607828140258789e-01,1.160399794578552246e+00,2.253189325332641602e+00
7.902010083198547363e-01,7.629505991935729980e-01,2.394469261169433594e+00
9.482412338256835938e-01,3.843648135662078857e-01,2.444405317306518555e+00
1.106281399726867676e+00,-8.500425145030021667e-03,2.442090511322021484e+00
1.264321565628051758e+00,-3.835771977901458740e-01,2.394968032836914062e+00
1.422361850738525391e+00,-7.586844563484191895e-01,2.270177125930786133e+00
1.580402016639709473e+00,-1.088064551353454590e+00,2.105594873428344727e+00
1.738442182540893555e+00,-1.378473758697509766e+00,1.865886330604553223e+00
1.896482467651367188e+00,-1.648007869720458984e+00,1.624301671981811523e+00
2.054522514343261719e+00,-1.848154425621032715e+00,1.323166131973266602e+00
2.212562799453735352e+00,-2.017153263092041016e+00,1.004664540290832520e+00
2.370603084564208984e+00,-2.122616291046142578e+00,6.507232785224914551e-01
2.528643131256103516e+00,-2.160619020462036133e+00,3.060408234596252441e-01
2.686683416366577148e+00,-2.167398214340209961e+00,-3.534637764096260071e-02
2.844723701477050781e+00,-2.109563827514648438e+00,-3.718156814575195312e-01
3.002763748168945312e+00,-1.985474944114685059e+00,-6.851038336753845215e-01
3.160804033279418945e+00,-1.847387552261352539e+00,-9.962216019630432129e-01
3.318844318389892578e+00,-1.613502860069274902e+00,-1.246339917182922363e+00
3.476884365081787109e+00,-1.379866480827331543e+00,-1.465218305587768555e+00
3.634924650192260742e+00,-1.146444916725158691e+00,-1.655106425285339355e+00
3.792964935302734375e+00,-8.482248187065124512e-01,-1.794466853141784668e+00
3.951004981994628906e+00,-5.378917455673217773e-01,-1.870772123336791992e+00
4.109045028686523438e+00,-2.485452741384506226e-01,-1.910787224769592285e+00
4.267085552215576172e+00,5.423155799508094788e-02,-1.897235989570617676e+00
4.425125598907470703e+00,3.566532135009765625e-01,-1.861083030700683594e+00
4.583165645599365234e+00,6.231105923652648926e-01,-1.758020758628845215e+00
4.741206169128417969e+00,8.950669765472412109e-01,-1.607557654380798340e+00
4.899246215820312500e+00,1.130705595016479492e+00,-1.419978618621826172e+00
5.057286262512207031e+00,1.325723886489868164e+00,-1.215998053550720215e+00
5.215326786041259766e+00,1.462014198303222656e+00,-9.860874414443969727e-01
5.373366832733154297e+00,1.589976429939270020e+00,-7.229709029197692871e-01
5.531406879425048828e+00,1.658043622970581055e+00,-4.589471518993377686e-01
5.689447402954101562e+00,1.681848883628845215e+00,-1.853102594614028931e-01
5.847487449645996094e+00,1.670655250549316406e+00,7.667273283004760742e-02
6.005527496337890625e+00,1.607947945594787598e+00,3.340161144733428955e-01
6.163568019866943359e+00,1.532187461853027344e+00,5.834030508995056152e-01
6.321608066558837891e+00,1.391548752784729004e+00,8.123213648796081543e-01
6.479648113250732422e+00,1.243241310119628906e+00,1.021160602569580078e+00
6.637688636779785156e+00,1.040357351303100586e+00,1.178187131881713867e+00
6.795728683471679688e+00,8.486956954002380371e-01,1.289201498031616211e+00
6.953768730163574219e+00,6.337617039680480957e-01,1.404943346977233887e+00
7.111809253692626953e+00,3.801070749759674072e-01,1.466066360473632812e+00
7.269849300384521484e+00,1.412819772958755493e-01,1.489744782447814941e+00
7.427889347076416016e+00,-8.421377837657928467e-02,1.480301380157470703e+00
7.585929870605468750e+00,-3.208552300930023193e-01,1.419861793518066406e+00
7.743969917297363281e+00,-5.487015247344970703e-01,1.339059948921203613e+00
7.902009963989257812e+00,-7.279675602912902832e-01,1.233641266822814941e+00
8.060050010681152344e+00,-9.191910028457641602e-01,1.093242883682250977e+00
8.218090057373046875e+00,-1.043470740318298340e+00,9.325755238533020020e-01
8.376131057739257812e+00,-1.141416788101196289e+00,7.213312387466430664e-01
8.534171104431152344e+00,-1.231846213340759277e+00,5.197227001190185547e-01
8.692211151123046875e+00,-1.297883749008178711e+00,3.070505261421203613e-01
8.850251197814941406e+00,-1.320115685462951660e+00,9.134509414434432983e-02
9.008291244506835938e+00,-1.299771547317504883e+00,-1.155233755707740784e-01
9.166331291198730469e+00,-1.229178428649902344e+00,-2.928971350193023682e-01
9.324372291564941406e+00,-1.189409017562866211e+00,-4.960801005363464355e-01
9.482412338256835938e+00,-1.070459961891174316e+00,-6.618648171424865723e-01
9.640452384948730469e+00,-9.463104009628295898e-01,-8.133761882781982422e-01
9.798492431640625000e+00,-7.795522212982177734e-01,-9.273006916046142578e-01
9.956532478332519531e+00,-6.189718246459960938e-01,-1.042833566665649414e+00
1.011457252502441406e+01,-4.413454830646514893e-01,-1.107883810997009277e+00
1.027261352539062500e+01,-2.613590955734252930e-01,-1.127508640289306641e+00
1.043065357208251953e+01,-8.832134306430816650e-02,-1.143634796142578125e+00
1.058869361877441406e+01,1.065521240234375000e-01,-1.148321866989135742e+00
1.074673366546630859e+01,2.936699390411376953e-01,-1.107653617858886719e+00
1.090477371215820312e+01,4.507434070110321045e-01,-1.012793660163879395e+00
1.106281375885009766e+01,6.043161153793334961e-01,-9.190585017204284668e-01
1.122085380554199219e+01,7.133758068084716797e-01,-8.018141388893127441e-01
1.137889480590820312e+01,8.233628273010253906e-01,-6.739319562911987305e-01
1.153693485260009766e+01,9.131816029548645020e-01,-5.352857112884521484e-01
1.169497489929199219e+01,9.860897660255432129e-01,-3.794380426406860352e-01
1.185301494598388672e+01,1.012609839439392090e+00,-2.230664938688278198e-01
1.201105499267578125e+01,1.024094939231872559e+00,-6.430712342262268066e-02
1.216909503936767578e+01,9.949256181716918945e-01,1.126278191804885864e-01
1.232713603973388672e+01,9.697397351264953613e-01,2.631191909313201904e-01
1.248517608642578125e+01,9.083995223045349121e-01,3.984043300151824951e-01
1.264321613311767578e+01,8.196147084236145020e-01,5.420702695846557617e-01
1.280125617980957031e+01,7.153996229171752930e-01,6.380238533020019531e-01
1.295929622650146484e+01,5.920509099960327148e-01,7.500894665718078613e-01
1.311733627319335938e+01,4.524361193180084229e-01,8.080732226371765137e-01
1.327537727355957031e+01,3.208943307399749756e-01,8.562197089195251465e-01
1.343341732025146484e+01,1.759104579687118530e-01,8.909604549407958984e-01
1.359145736694335938e+01,3.683170303702354431e-02,8.870939612388610840e-01
1.374949741363525391e+01,-1.265395581722259521e-01,8.695834279060363770e-01
1.390753746032714844e+01,-2.261205166578292847e-01,8.347728848457336426e-01
1.406557750701904297e+01,-3.813077211380004883e-01,7.728140950202941895e-01
1.422361850738525391e+01,-4.873485565185546875e-01,6.802958250045776367e-01
1.438165855407714844e+01,-6.007351875305175781e-01,6.085823774337768555e-01
1.453969860076904297e+01,-6.624890565872192383e-01,5.115426182746887207e-01
1.469773864746093750e+01,-7.418743371963500977e-01,3.884236812591552734e-01
1.485577869415283203e+01,-7.789145112037658691e-01,2.655834555625915527e-01
1.501381874084472656e+01,-7.940124273300170898e-01,1.512458324432373047e-01
1.517185974121093750e+01,-7.986093759536743164e-01,1.666826568543910980e-02
1.532989978790283203e+01,-7.587741017341613770e-01,-1.272287368774414062e-01
1.548793983459472656e+01,-7.268000245094299316e-01,-2.332081645727157593e-01
1.564597988128662109e+01,-6.877884864807128906e-01,-3.323521912097930908e-01
1.580401992797851562e+01,-6.138684153556823730e-01,-4.438594877719879150e-01
1.596205997467041016e+01,-5.348787903785705566e-01,-5.270958542823791504e-01
1.612010002136230469e+01,-4.450482428073883057e-01,-5.797685384750366211e-01
1.627814102172851562e+01,-3.320785164833068848e-01,-6.318978667259216309e-01
1.643618011474609375e+01,-2.336316406726837158e-01,-6.771153807640075684e-01
1.659422111511230469e+01,-1.222127750515937805e-01,-7.002992630004882812e-01
1.675226211547851562e+01,4.854227416217327118e-03,-7.032272815704345703e-01
1.691030120849609375e+01,1.053480356931686401e-01,-6.911173462867736816e-01
1.706834220886230469e+01,2.075225859880447388e-01,-6.545587778091430664e-01
1.722638130187988281e+01,2.970423698425292969e-01,-5.841186642646789551e-01
1.738442230224609375e+01,4.011002480983734131e-01,-5.383193492889404297e-01
1.754246139526367188e+01,4.736931920051574707e-01,-4.341514706611633301e-01
1.770050239562988281e+01,5.148490071296691895e-01,-3.637639582157135010e-01
1.785854339599609375e+01,5.529859662055969238e-01,-2.935932874679565430e-01
1.801658248901367188e+01,6.010547876358032227e-01,-1.784056574106216431e-01
1.817462348937988281e+01,6.077997684478759766e-01,-8.630387485027313232e-02
1.833266258239746094e+01,5.898731350898742676e-01,1.916386373341083527e-02
1.849070358276367188e+01,6.031894683837890625e-01,9.620165824890136719e-02
1.864874458312988281e+01,5.585433244705200195e-01,1.881482303142547607e-01
1.880678367614746094e+01,5.323685407638549805e-01,2.804990410804748535e-01
1.896482467651367188e+01,4.639349877834320068e-01,3.519099950790405273e-01
1.912286376953125000e+01,4.047716856002807617e-01,4.120578765869140625e-01
1.928090476989746094e+01,3.123315572738647461e-01,4.744921028614044189e-01
1.943894386291503906e+01,2.537464499473571777e-01,5.193552970886230469e-01
1.959698486328125000e+01,1.724530756473541260e-01,5.497825145721435547e-01
1.975502586364746094e+01,6.236651539802551270e-02,5.338435173034667969e-01
1.991306495666503906e+01,-3.321074694395065308e-02,5.344903469085693359e-01
2.007110595703125000e+01,-1.073956787586212158e-01,5.292268991470336914e-01
